School Year,County Number,County Name,District Number,District Name,School Number,School Name,School Code,State School Id,NCES ID,CO-OP,CO-OP Code,School Type,State Course Code,State Course Name,Advanced Course Type,Subject,Course Enrollment,Course Completers,Number Tested,Students With Qualifying Score
20242025,047,HARDIN,231,Hardin County,075,North Hardin High School,231075,047231075,210249000000,GRREC,902,A1,N/A,ALL,ALL,Information Technology,20,20,14,*
20242025,047,HARDIN,231,Hardin County,075,North Hardin High School,231075,047231075,210249000000,GRREC,902,A1,N/A,ALL,ALL,Visual and Performing Arts,3,3,*,*
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,,Advanced Placement,Advanced Placement,All Enrollments,190,184,142,104
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,110711,AP Computer Science Principles,Advanced Placement,Information Technology,26,25,18,8
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,230167,AP Literature and Composition,Advanced Placement,English/Language Arts,25,25,15,13
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,270513,AP Calculus AB,Advanced Placement,Mathematics,28,28,12,8
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,270514,AP Calculus BC,Advanced Placement,Mathematics,14,14,14,10
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,270604,AP Statistics,Advanced Placement,Mathematics,7,7,5,*
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,302646,AP Biology,Advanced Placement,Science,11,11,8,*
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,304526,AP Chemistry,Advanced Placement,Science,13,12,12,12
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,304622,AP Environmental Science,Advanced Placement,Science,8,8,8,7
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,451030,AP U.S. Government and Politics,Advanced Placement,Social Studies,58,54,50,42
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,N/A,ALL,ALL,All Enrollments,190,184,142,104
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,N/A,ALL,ALL,Mathematics,49,49,31,20
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,N/A,ALL,ALL,Science,32,31,28,21
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,N/A,ALL,ALL,Social Studies,58,54,50,42
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,N/A,ALL,ALL,English/Language Arts,25,25,15,13
20242025,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000000,GRREC,902,A1,N/A,ALL,ALL,Information Technology,26,25,18,8
20242025,048,HARLAN,235,Harlan County,,All Schools,235000,,2102540,SESC,907,,,Advanced Placement,Advanced Placement,All Enrollments,48,48,24,3
20242025,048,HARLAN,235,Harlan County,,All Schools,235000,,2102540,SESC,907,,110711,AP Computer Science Principles,Advanced Placement,Information Technology,30,30,16,*
20242025,048,HARLAN,235,Harlan County,,All Schools,235000,,2102540,SESC,907,,270514,AP Calculus BC,Advanced Placement,Mathematics,9,9,*,*
20242025,048,HARLAN,235,Harlan County,,All Schools,235000,,2102540,SESC,907,,N/A,ALL,ALL,All Enrollments,48,48,24,3
20242025,048,HARLAN,235,Harlan County,,All Schools,235000,,2102540,SESC,907,,N/A,ALL,ALL,Mathematics,9,9,*,*
20242025,048,HARLAN,235,Harlan County,,All Schools,235000,,2102540,SESC,907,,N/A,ALL,ALL,Information Technology,30,30,16,*
20242025,048,HARLAN,235,Harlan County,025,Harlan County High School,235025,048235025,210254000000,SESC,907,A1,,Advanced Placement,Advanced Placement,All Enrollments,48,48,24,3
20242025,048,HARLAN,235,Harlan County,025,Harlan County High School,235025,048235025,210254000000,SESC,907,A1,110711,AP Computer Science Principles,Advanced Placement,Information Technology,30,30,16,*
20242025,048,HARLAN,235,Harlan County,025,Harlan County High School,235025,048235025,210254000000,SESC,907,A1,270514,AP Calculus BC,Advanced Placement,Mathematics,9,9,*,*
20242025,048,HARLAN,235,Harlan County,025,Harlan County High School,235025,048235025,210254000000,SESC,907,A1,N/A,ALL,ALL,All Enrollments,48,48,24,3
20242025,048,HARLAN,235,Harlan County,025,Harlan County High School,235025,048235025,210254000000,SESC,907,A1,N/A,ALL,ALL,Mathematics,9,9,*,*
20242025,048,HARLAN,235,Harlan County,025,Harlan County High School,235025,048235025,210254000000,SESC,907,A1,N/A,ALL,ALL,Information Technology,30,30,16,*
20242025,048,HARLAN,236,Harlan Independent,,All Schools,236000,,2102520,SESC,907,,,Advanced Placement,Advanced Placement,All Enrollments,103,102,50,13
20242025,048,HARLAN,236,Harlan Independent,,All Schools,236000,,2102520,SESC,907,,110711,AP Computer Science Principles,Advanced Placement,Information Technology,18,18,8,*
20242025,048,HARLAN,236,Harlan Independent,,All Schools,236000,,2102520,SESC,907,,230167,AP Literature and Composition,Advanced Placement,English/Language Arts,25,25,10,4
20242025,048,HARLAN,236,Harlan Independent,,All Schools,236000,,2102520,SESC,907,,304526,AP Chemistry,Advanced Placement,Science,9,9,8,*
20242025,048,HARLAN,236,Harlan Independent,,All Schools,236000,,2102520,SESC,907,,450814,AP U.S. History,Advanced Placement,Social Studies,*,*,*,*
20242025,048,HARLAN,236,Harlan Independent,,All Schools,236000,,2102520,SESC,907,,450876,AP World History: Modern,Advanced Placement,Social Studies,24,24,21,6
20242025,048,HARLAN,236,Harlan Independent,,All Schools,236000,,2102520,SESC,907,,459902,AP Psychology,Advanced Placement,Social Studies,26,25,3,*
20242025,048,HARLAN,236,Harlan Independent,,All Schools,236000,,2102520,SESC,907,,N/A,ALL,ALL,All Enrollments,103,102,50,13
20242025,048,HARLAN,236,Harlan Independent,,All Schools,236000,,2102520,SESC,907,,N/A,ALL,ALL,Science,9,9,8,*
20242025,048,HARLAN,236,Harlan Independent,,All Schools,236000,,2102520,SESC,907,,N/A,ALL,ALL,Social Studies,51,50,24,7
20242025,048,HARLAN,236,Harlan Independent,,All Schools,236000,,2102520,SESC,907,,N/A,ALL,ALL,English/Language Arts,25,25,10,4
20242025,048,HARLAN,236,Harlan Independent,,All Schools,236000,,2102520,SESC,907,,N/A,ALL,ALL,Information Technology,18,18,8,*
20242025,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000000,SESC,907,A1,,Advanced Placement,Advanced Placement,All Enrollments,103,102,50,13
20242025,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000000,SESC,907,A1,110711,AP Computer Science Principles,Advanced Placement,Information Technology,18,18,8,*
20242025,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000000,SESC,907,A1,230167,AP Literature and Composition,Advanced Placement,English/Language Arts,25,25,10,4
20242025,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000000,SESC,907,A1,304526,AP Chemistry,Advanced Placement,Science,9,9,8,*
20242025,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000000,SESC,907,A1,450814,AP U.S. History,Advanced Placement,Social Studies,*,*,*,*
20242025,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000000,SESC,907,A1,450876,AP World History: Modern,Advanced Placement,Social Studies,24,24,21,6
20242025,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000000,SESC,907,A1,459902,AP Psychology,Advanced Placement,Social Studies,26,25,3,*
20242025,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000000,SESC,907,A1,N/A,ALL,ALL,All Enrollments,103,102,50,13
20242025,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000000,SESC,907,A1,N/A,ALL,ALL,Science,9,9,8,*
20242025,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000000,SESC,907,A1,N/A,ALL,ALL,Social Studies,51,50,24,7
20242025,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000000,SESC,907,A1,N/A,ALL,ALL,English/Language Arts,25,25,10,4
20242025,048,HARLAN,236,Harlan Independent,030,Harlan High School,236030,048236030,210252000000,SESC,907,A1,N/A,ALL,ALL,Information Technology,18,18,8,*
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,,Advanced Placement,Advanced Placement,All Enrollments,165,141,124,99
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,110701,AP Computer Science A,Advanced Placement,Information Technology,11,10,4,*
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,230166,AP Language and Composition,Advanced Placement,English/Language Arts,5,4,4,3
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,270510,AP Precalculus,Advanced Placement,Mathematics,26,20,20,20
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,270513,AP Calculus AB,Advanced Placement,Mathematics,3,3,*,*
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,302646,AP Biology,Advanced Placement,Science,11,8,8,7
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,304526,AP Chemistry,Advanced Placement,Science,6,6,4,*
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,304622,AP Environmental Science,Advanced Placement,Science,28,23,22,16
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,450712,AP Human Geography,Advanced Placement,Social Studies,30,27,28,21
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,450814,AP U.S. History,Advanced Placement,Social Studies,18,14,15,11
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,450876,AP World History: Modern,Advanced Placement,Social Studies,17,16,16,15
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,500716,AP Drawing,Advanced Placement,Visual and Performing Arts,10,10,*,*
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,N/A,ALL,ALL,All Enrollments,165,141,124,99
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,N/A,ALL,ALL,Mathematics,29,23,22,22
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,N/A,ALL,ALL,Science,45,37,34,24
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,N/A,ALL,ALL,Social Studies,65,57,59,47
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,N/A,ALL,ALL,English/Language Arts,5,4,4,3
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,N/A,ALL,ALL,Information Technology,11,10,4,*
20242025,049,HARRISON,241,Harrison County,,All Schools,241000,,2102580,CKEC,901,,N/A,ALL,ALL,Visual and Performing Arts,10,10,*,*
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,,Advanced Placement,Advanced Placement,All Enrollments,165,141,124,99
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,110701,AP Computer Science A,Advanced Placement,Information Technology,11,10,4,*
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,230166,AP Language and Composition,Advanced Placement,English/Language Arts,5,4,4,3
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,270510,AP Precalculus,Advanced Placement,Mathematics,26,20,20,20
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,270513,AP Calculus AB,Advanced Placement,Mathematics,3,3,*,*
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,302646,AP Biology,Advanced Placement,Science,11,8,8,7
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,304526,AP Chemistry,Advanced Placement,Science,6,6,4,*
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,304622,AP Environmental Science,Advanced Placement,Science,28,23,22,16
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,450712,AP Human Geography,Advanced Placement,Social Studies,30,27,28,21
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,450814,AP U.S. History,Advanced Placement,Social Studies,18,14,15,11
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,450876,AP World History: Modern,Advanced Placement,Social Studies,17,16,16,15
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,500716,AP Drawing,Advanced Placement,Visual and Performing Arts,10,10,*,*
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,N/A,ALL,ALL,All Enrollments,165,141,124,99
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,N/A,ALL,ALL,Mathematics,29,23,22,22
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,N/A,ALL,ALL,Science,45,37,34,24
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,N/A,ALL,ALL,Social Studies,65,57,59,47
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,N/A,ALL,ALL,English/Language Arts,5,4,4,3
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,N/A,ALL,ALL,Information Technology,11,10,4,*
20242025,049,HARRISON,241,Harrison County,040,Harrison County High School,241040,049241040,210258000000,CKEC,901,A1,N/A,ALL,ALL,Visual and Performing Arts,10,10,*,*
20242025,050,HART,245,Hart County,,All Schools,245000,,2102640,GRREC,902,,,Advanced Placement,Advanced Placement,All Enrollments,130,123,80,21
20242025,050,HART,245,Hart County,,All Schools,245000,,2102640,GRREC,902,,270510,AP Precalculus,Advanced Placement,Mathematics,5,5,5,5
20242025,050,HART,245,Hart County,,All Schools,245000,,2102640,GRREC,902,,450712,AP Human Geography,Advanced Placement,Social Studies,24,23,21,5
20242025,050,HART,245,Hart County,,All Schools,245000,,2102640,GRREC,902,,450814,AP U.S. History,Advanced Placement,Social Studies,25,25,24,8
20242025,050,HART,245,Hart County,,All Schools,245000,,2102640,GRREC,902,,450844,AP European History,Advanced Placement,Social Studies,32,30,30,3
20242025,050,HART,245,Hart County,,All Schools,245000,,2102640,GRREC,902,,500929,AP Music Theory,Advanced Placement,Visual and Performing Arts,*,*,*,*
20242025,050,HART,245,Hart County,,All Schools,245000,,2102640,GRREC,902,,N/A,ALL,ALL,All Enrollments,130,123,80,21
20242025,050,HART,245,Hart County,,All Schools,245000,,2102640,GRREC,902,,N/A,ALL,ALL,Mathematics,5,5,5,5
20242025,050,HART,245,Hart County,,All Schools,245000,,2102640,GRREC,902,,N/A,ALL,ALL,Social Studies,81,78,75,16
20242025,050,HART,245,Hart County,,All Schools,245000,,2102640,GRREC,902,,N/A,ALL,ALL,Visual and Performing Arts,*,*,*,*
20242025,050,HART,245,Hart County,045,Hart County High School,245045,050245045,210264000000,GRREC,902,A1,,Advanced Placement,Advanced Placement,All Enrollments,130,123,80,21
20242025,050,HART,245,Hart County,045,Hart County High School,245045,050245045,210264000000,GRREC,902,A1,270510,AP Precalculus,Advanced Placement,Mathematics,5,5,5,5
20242025,050,HART,245,Hart County,045,Hart County High School,245045,050245045,210264000000,GRREC,902,A1,450712,AP Human Geography,Advanced Placement,Social Studies,24,23,21,5
20242025,050,HART,245,Hart County,045,Hart County High School,245045,050245045,210264000000,GRREC,902,A1,450814,AP U.S. History,Advanced Placement,Social Studies,25,25,24,8
20242025,050,HART,245,Hart County,045,Hart County High School,245045,050245045,210264000000,GRREC,902,A1,450844,AP European History,Advanced Placement,Social Studies,32,30,30,3
20242025,050,HART,245,Hart County,045,Hart County High School,245045,050245045,210264000000,GRREC,902,A1,500929,AP Music Theory,Advanced Placement,Visual and Performing Arts,*,*,*,*
20242025,050,HART,245,Hart County,045,Hart County High School,245045,050245045,210264000000,GRREC,902,A1,N/A,ALL,ALL,All Enrollments,130,123,80,21
20242025,050,HART,245,Hart County,045,Hart County High School,245045,050245045,210264000000,GRREC,902,A1,N/A,ALL,ALL,Mathematics,5,5,5,5
20242025,050,HART,245,Hart County,045,Hart County High School,245045,050245045,210264000000,GRREC,902,A1,N/A,ALL,ALL,Social Studies,81,78,75,16
20242025,050,HART,245,Hart County,045,Hart County High School,245045,050245045,210264000000,GRREC,902,A1,N/A,ALL,ALL,Visual and Performing Arts,*,*,*,*
20242025,097,PERRY,246,Hazard Independent,,All Schools,246000,,2102670,KVEC,904,,,Advanced Placement,Advanced Placement,All Enrollments,112,107,57,39
20242025,097,PERRY,246,Hazard Independent,,All Schools,246000,,2102670,KVEC,904,,230166,AP Language and Composition,Advanced Placement,English/Language Arts,33,31,17,8
20242025,097,PERRY,246,Hazard Independent,,All Schools,246000,,2102670,KVEC,904,,270510,AP Precalculus,Advanced Placement,Mathematics,16,16,13,11
20242025,097,PERRY,246,Hazard Independent,,All Schools,246000,,2102670,KVEC,904,,270513,AP Calculus AB,Advanced Placement,Mathematics,17,15,14,9
20242025,097,PERRY,246,Hazard Independent,,All Schools,246000,,2102670,KVEC,904,,N/A,ALL,ALL,All Enrollments,112,107,57,39
20242025,097,PERRY,246,Hazard Independent,,All Schools,246000,,2102670,KVEC,904,,N/A,ALL,ALL,Mathematics,33,31,27,20
20242025,097,PERRY,246,Hazard Independent,,All Schools,246000,,2102670,KVEC,904,,N/A,ALL,ALL,English/Language Arts,33,31,17,8
20242025,097,PERRY,246,Hazard Independent,010,Hazard High School,246010,097246010,210267000000,KVEC,904,A1,,Advanced Placement,Advanced Placement,All Enrollments,112,107,57,39
20242025,097,PERRY,246,Hazard Independent,010,Hazard High School,246010,097246010,210267000000,KVEC,904,A1,230166,AP Language and Composition,Advanced Placement,English/Language Arts,33,31,17,8
20242025,097,PERRY,246,Hazard Independent,010,Hazard High School,246010,097246010,210267000000,KVEC,904,A1,270510,AP Precalculus,Advanced Placement,Mathematics,16,16,13,11
20242025,097,PERRY,246,Hazard Independent,010,Hazard High School,246010,097246010,210267000000,KVEC,904,A1,270513,AP Calculus AB,Advanced Placement,Mathematics,17,15,14,9
20242025,097,PERRY,246,Hazard Independent,010,Hazard High School,246010,097246010,210267000000,KVEC,904,A1,N/A,ALL,ALL,All Enrollments,112,107,57,39
20242025,097,PERRY,246,Hazard Independent,010,Hazard High School,246010,097246010,210267000000,KVEC,904,A1,N/A,ALL,ALL,Mathematics,33,31,27,20
20242025,097,PERRY,246,Hazard Independent,010,Hazard High School,246010,097246010,210267000000,KVEC,904,A1,N/A,ALL,ALL,English/Language Arts,33,31,17,8
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,,Advanced Placement,Advanced Placement,All Enrollments,800,764,749,557
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,230166,AP Language and Composition,Advanced Placement,English/Language Arts,91,83,82,65
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,230167,AP Literature and Composition,Advanced Placement,English/Language Arts,86,86,82,57
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,230170,AP Seminar,Advanced Placement,English/Language Arts,55,55,55,53
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,230171,AP Research,Advanced Placement,English/Language Arts,7,6,6,6
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,270513,AP Calculus AB,Advanced Placement,Mathematics,34,34,34,28
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,270514,AP Calculus BC,Advanced Placement,Mathematics,11,11,11,8
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,270604,AP Statistics,Advanced Placement,Mathematics,25,25,25,15
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,302646,AP Biology,Advanced Placement,Science,34,33,32,29
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,304526,AP Chemistry,Advanced Placement,Science,24,21,21,15
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,304622,AP Environmental Science,Advanced Placement,Science,26,24,21,21
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,304826,AP Physics C: Electricity & Magnetism,Advanced Placement,Science,*,*,*,*
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,450605,AP Macroeconomics,Advanced Placement,Social Studies,*,*,*,*
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,450606,AP Microeconomics,Advanced Placement,Social Studies,21,21,20,16
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,450712,AP Human Geography,Advanced Placement,Social Studies,24,24,24,19
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,450814,AP U.S. History,Advanced Placement,Social Studies,102,93,92,59
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,450844,AP European History,Advanced Placement,Social Studies,30,29,29,21
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,450876,AP World History: Modern,Advanced Placement,Social Studies,*,*,*,*
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,451030,AP U.S. Government and Politics,Advanced Placement,Social Studies,115,110,108,80
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,451032,AP Comparative Government and Politics,Advanced Placement,Social Studies,*,*,*,*
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,459902,AP Psychology,Advanced Placement,Social Studies,56,53,52,27
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,500721,AP Art History,Advanced Placement,Visual and Performing Arts,54,51,50,33
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,N/A,ALL,ALL,All Enrollments,800,764,749,557
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,N/A,ALL,ALL,Mathematics,70,70,70,51
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,N/A,ALL,ALL,Science,85,79,75,66
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,N/A,ALL,ALL,Social Studies,352,334,329,226
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,N/A,ALL,ALL,English/Language Arts,239,230,225,181
20242025,051,HENDERSON,251,Henderson County,,All Schools,251000,,2102710,WKEC,908,,N/A,ALL,ALL,Visual and Performing Arts,54,51,50,33
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,,Advanced Placement,Advanced Placement,All Enrollments,800,764,749,557
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,230166,AP Language and Composition,Advanced Placement,English/Language Arts,91,83,82,65
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,230167,AP Literature and Composition,Advanced Placement,English/Language Arts,86,86,82,57
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,230170,AP Seminar,Advanced Placement,English/Language Arts,55,55,55,53
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,230171,AP Research,Advanced Placement,English/Language Arts,7,6,6,6
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,270513,AP Calculus AB,Advanced Placement,Mathematics,34,34,34,28
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,270514,AP Calculus BC,Advanced Placement,Mathematics,11,11,11,8
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,270604,AP Statistics,Advanced Placement,Mathematics,25,25,25,15
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,302646,AP Biology,Advanced Placement,Science,34,33,32,29
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,304526,AP Chemistry,Advanced Placement,Science,24,21,21,15
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,304622,AP Environmental Science,Advanced Placement,Science,26,24,21,21
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,304826,AP Physics C: Electricity & Magnetism,Advanced Placement,Science,*,*,*,*
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,450605,AP Macroeconomics,Advanced Placement,Social Studies,*,*,*,*
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,450606,AP Microeconomics,Advanced Placement,Social Studies,21,21,20,16
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,450712,AP Human Geography,Advanced Placement,Social Studies,24,24,24,19
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,450814,AP U.S. History,Advanced Placement,Social Studies,102,93,92,59
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,450844,AP European History,Advanced Placement,Social Studies,30,29,29,21
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,450876,AP World History: Modern,Advanced Placement,Social Studies,*,*,*,*
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,451030,AP U.S. Government and Politics,Advanced Placement,Social Studies,115,110,108,80
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,451032,AP Comparative Government and Politics,Advanced Placement,Social Studies,*,*,*,*
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,459902,AP Psychology,Advanced Placement,Social Studies,56,53,52,27
20242025,051,HENDERSON,251,Henderson County,060,Henderson County High School,251060,051251060,210271000000,WKEC,908,A1,500721,AP Art History,Advanced Placement,Visual and Performing Arts,54,51,50,33
