School Year,County Number,County Name,District Number,District Name,School Number,School Name,School Code,State School Id,NCES ID,CO-OP,CO-OP Code,School Type,Advanced Course Type,Subject,Course Enrollment,Couse Completers,Students With Qualifying Score
20242025,022,CARTER,105,Carter County,,All Schools,105000,,2101020,KEDC,903,,Dual Credit,Health Science,68,57,56
20242025,022,CARTER,105,Carter County,,All Schools,105000,,2101020,KEDC,903,,Dual Credit,Industrial Education,88,84,83
20242025,022,CARTER,105,Carter County,,All Schools,105000,,2101020,KEDC,903,,Dual Credit,Miscellaneous,*,*,*
20242025,022,CARTER,105,Carter County,,All Schools,105000,,2101020,KEDC,903,,Dual Credit,Natural Sciences,17,15,15
20242025,022,CARTER,105,Carter County,,All Schools,105000,,2101020,KEDC,903,,Dual Credit,Oral Communications,80,80,77
20242025,022,CARTER,105,Carter County,,All Schools,105000,,2101020,KEDC,903,,Dual Credit,Quantitative Reasoning,95,88,78
20242025,022,CARTER,105,Carter County,,All Schools,105000,,2101020,KEDC,903,,Dual Credit,Social and Behavioral Sciences,85,84,82
20242025,022,CARTER,105,Carter County,,All Schools,105000,,2101020,KEDC,903,,Dual Credit,Written Communications,204,204,198
20242025,022,CARTER,105,Carter County,040,Carter Virtual Academy,105040,022105040,210102002294,KEDC,903,A5,Dual Credit,All Enrollments,*,*,*
20242025,022,CARTER,105,Carter County,040,Carter Virtual Academy,105040,022105040,210102002294,KEDC,903,A5,Dual Credit,Miscellaneous,*,*,*
20242025,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000000,KEDC,903,A1,Dual Credit,All Enrollments,384,372,359
20242025,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000000,KEDC,903,A1,Dual Credit,Science,9,8,8
20242025,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000000,KEDC,903,A1,Dual Credit,Arts & Humanities,17,16,15
20242025,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000000,KEDC,903,A1,Dual Credit,Family & Consumer Sciences,*,*,*
20242025,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000000,KEDC,903,A1,Dual Credit,Health Science,44,42,41
20242025,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000000,KEDC,903,A1,Dual Credit,Industrial Education,38,36,35
20242025,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000000,KEDC,903,A1,Dual Credit,Miscellaneous,*,*,*
20242025,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000000,KEDC,903,A1,Dual Credit,Natural Sciences,8,7,7
20242025,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000000,KEDC,903,A1,Dual Credit,Oral Communications,46,46,44
20242025,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000000,KEDC,903,A1,Dual Credit,Quantitative Reasoning,63,59,59
20242025,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000000,KEDC,903,A1,Dual Credit,Social and Behavioral Sciences,65,64,62
20242025,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000000,KEDC,903,A1,Dual Credit,Written Communications,92,92,86
20242025,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000000,KEDC,903,A1,Dual Credit,All Enrollments,292,276,265
20242025,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000000,KEDC,903,A1,Dual Credit,Arts & Humanities,10,9,9
20242025,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000000,KEDC,903,A1,Dual Credit,Social Studies,*,*,*
20242025,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000000,KEDC,903,A1,Dual Credit,Health Science,24,15,15
20242025,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000000,KEDC,903,A1,Dual Credit,Industrial Education,50,48,48
20242025,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000000,KEDC,903,A1,Dual Credit,Natural Sciences,9,8,8
20242025,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000000,KEDC,903,A1,Dual Credit,Oral Communications,34,34,33
20242025,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000000,KEDC,903,A1,Dual Credit,Quantitative Reasoning,32,29,19
20242025,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000000,KEDC,903,A1,Dual Credit,Social and Behavioral Sciences,20,20,20
20242025,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000000,KEDC,903,A1,Dual Credit,Written Communications,112,112,112
20242025,023,CASEY,111,Casey County,,All Schools,111000,,2101050,SESC,907,,Dual Credit,All Enrollments,404,392,389
20242025,023,CASEY,111,Casey County,,All Schools,111000,,2101050,SESC,907,,Dual Credit,Agricultural Education,44,44,44
20242025,023,CASEY,111,Casey County,,All Schools,111000,,2101050,SESC,907,,Dual Credit,Social Studies,65,64,63
20242025,023,CASEY,111,Casey County,,All Schools,111000,,2101050,SESC,907,,Dual Credit,Business Education,12,12,12
20242025,023,CASEY,111,Casey County,,All Schools,111000,,2101050,SESC,907,,Dual Credit,English/Language Arts,43,43,43
20242025,023,CASEY,111,Casey County,,All Schools,111000,,2101050,SESC,907,,Dual Credit,Health Science,55,53,53
20242025,023,CASEY,111,Casey County,,All Schools,111000,,2101050,SESC,907,,Dual Credit,Industrial Education,42,42,42
20242025,023,CASEY,111,Casey County,,All Schools,111000,,2101050,SESC,907,,Dual Credit,Oral Communications,5,5,5
20242025,023,CASEY,111,Casey County,,All Schools,111000,,2101050,SESC,907,,Dual Credit,Quantitative Reasoning,89,86,84
20242025,023,CASEY,111,Casey County,,All Schools,111000,,2101050,SESC,907,,Dual Credit,Social and Behavioral Sciences,4,*,*
20242025,023,CASEY,111,Casey County,,All Schools,111000,,2101050,SESC,907,,Dual Credit,Written Communications,45,43,43
20242025,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000000,SESC,907,A1,Dual Credit,All Enrollments,404,392,389
20242025,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000000,SESC,907,A1,Dual Credit,Agricultural Education,44,44,44
20242025,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000000,SESC,907,A1,Dual Credit,Social Studies,65,64,63
20242025,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000000,SESC,907,A1,Dual Credit,Business Education,12,12,12
20242025,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000000,SESC,907,A1,Dual Credit,English/Language Arts,43,43,43
20242025,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000000,SESC,907,A1,Dual Credit,Health Science,55,53,53
20242025,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000000,SESC,907,A1,Dual Credit,Industrial Education,42,42,42
20242025,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000000,SESC,907,A1,Dual Credit,Oral Communications,5,5,5
20242025,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000000,SESC,907,A1,Dual Credit,Quantitative Reasoning,89,86,84
20242025,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000000,SESC,907,A1,Dual Credit,Social and Behavioral Sciences,4,*,*
20242025,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000000,SESC,907,A1,Dual Credit,Written Communications,45,43,43
20242025,005,BARREN,113,Caverna Independent,,All Schools,113000,,2101110,GRREC,902,,Dual Credit,All Enrollments,72,44,37
20242025,005,BARREN,113,Caverna Independent,,All Schools,113000,,2101110,GRREC,902,,Dual Credit,Arts & Humanities,*,*,*
20242025,005,BARREN,113,Caverna Independent,,All Schools,113000,,2101110,GRREC,902,,Dual Credit,Business Education,*,*,*
20242025,005,BARREN,113,Caverna Independent,,All Schools,113000,,2101110,GRREC,902,,Dual Credit,Family & Consumer Sciences,4,*,*
20242025,005,BARREN,113,Caverna Independent,,All Schools,113000,,2101110,GRREC,902,,Dual Credit,Health Science,4,3,*
20242025,005,BARREN,113,Caverna Independent,,All Schools,113000,,2101110,GRREC,902,,Dual Credit,Industrial Education,10,*,*
20242025,005,BARREN,113,Caverna Independent,,All Schools,113000,,2101110,GRREC,902,,Dual Credit,Multiple Pathway Career and Technical Education,6,*,*
20242025,005,BARREN,113,Caverna Independent,,All Schools,113000,,2101110,GRREC,902,,Dual Credit,Natural Sciences,9,7,6
20242025,005,BARREN,113,Caverna Independent,,All Schools,113000,,2101110,GRREC,902,,Dual Credit,Oral Communications,4,4,3
20242025,005,BARREN,113,Caverna Independent,,All Schools,113000,,2101110,GRREC,902,,Dual Credit,Quantitative Reasoning,14,12,12
20242025,005,BARREN,113,Caverna Independent,,All Schools,113000,,2101110,GRREC,902,,Dual Credit,Social and Behavioral Sciences,12,10,8
20242025,005,BARREN,113,Caverna Independent,,All Schools,113000,,2101110,GRREC,902,,Dual Credit,Written Communications,7,5,4
20242025,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000000,GRREC,902,A1,Dual Credit,All Enrollments,72,44,37
20242025,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000000,GRREC,902,A1,Dual Credit,Arts & Humanities,*,*,*
20242025,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000000,GRREC,902,A1,Dual Credit,Business Education,*,*,*
20242025,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000000,GRREC,902,A1,Dual Credit,Family & Consumer Sciences,4,*,*
20242025,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000000,GRREC,902,A1,Dual Credit,Health Science,4,3,*
20242025,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000000,GRREC,902,A1,Dual Credit,Industrial Education,10,*,*
20242025,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000000,GRREC,902,A1,Dual Credit,Multiple Pathway Career and Technical Education,6,*,*
20242025,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000000,GRREC,902,A1,Dual Credit,Natural Sciences,9,7,6
20242025,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000000,GRREC,902,A1,Dual Credit,Oral Communications,4,4,3
20242025,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000000,GRREC,902,A1,Dual Credit,Quantitative Reasoning,14,12,12
20242025,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000000,GRREC,902,A1,Dual Credit,Social and Behavioral Sciences,12,10,8
20242025,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000000,GRREC,902,A1,Dual Credit,Written Communications,7,5,4
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,All Enrollments,804,701,641
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Mathematics,*,*,*
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Agricultural Education,62,58,57
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Science,3,3,3
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Arts & Humanities,155,115,105
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Social Studies,3,3,3
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Business Education,16,14,13
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Elementary,6,4,4
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Engineering and Technology Program Area,13,13,11
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Family & Consumer Sciences,*,*,*
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Health Science,37,36,35
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Industrial Education,5,4,4
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Information Technology,30,24,16
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Marketing Education,*,*,*
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Miscellaneous,12,12,12
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Multiple Pathway Career and Technical Education,17,12,9
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Natural Sciences,53,45,39
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Oral Communications,48,45,38
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Quantitative Reasoning,110,99,93
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Social and Behavioral Sciences,50,35,34
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Visual and Performing Arts,*,*,*
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Visual and Performing Arts General,*,*,*
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,World Languages,7,7,5
20242025,024,CHRISTIAN,115,Christian County,,All Schools,115000,,2101150,WKEC,908,,Dual Credit,Written Communications,170,165,154
20242025,024,CHRISTIAN,115,Christian County,012,Christian County Public Schools VLA,115012,024115012,210115000000,WKEC,908,A8,Dual Credit,All Enrollments,11,11,11
20242025,024,CHRISTIAN,115,Christian County,012,Christian County Public Schools VLA,115012,024115012,210115000000,WKEC,908,A8,Dual Credit,Agricultural Education,*,*,*
20242025,024,CHRISTIAN,115,Christian County,012,Christian County Public Schools VLA,115012,024115012,210115000000,WKEC,908,A8,Dual Credit,Arts & Humanities,*,*,*
20242025,024,CHRISTIAN,115,Christian County,012,Christian County Public Schools VLA,115012,024115012,210115000000,WKEC,908,A8,Dual Credit,Information Technology,*,*,*
20242025,024,CHRISTIAN,115,Christian County,012,Christian County Public Schools VLA,115012,024115012,210115000000,WKEC,908,A8,Dual Credit,Miscellaneous,*,*,*
20242025,024,CHRISTIAN,115,Christian County,012,Christian County Public Schools VLA,115012,024115012,210115000000,WKEC,908,A8,Dual Credit,Oral Communications,*,*,*
20242025,024,CHRISTIAN,115,Christian County,012,Christian County Public Schools VLA,115012,024115012,210115000000,WKEC,908,A8,Dual Credit,Quantitative Reasoning,*,*,*
20242025,024,CHRISTIAN,115,Christian County,012,Christian County Public Schools VLA,115012,024115012,210115000000,WKEC,908,A8,Dual Credit,Social and Behavioral Sciences,*,*,*
20242025,024,CHRISTIAN,115,Christian County,012,Christian County Public Schools VLA,115012,024115012,210115000000,WKEC,908,A8,Dual Credit,Written Communications,*,*,*
20242025,024,CHRISTIAN,115,Christian County,023,Cumberland Hall School,115023,024115023,210115000000,WKEC,908,A6,Dual Credit,All Enrollments,4,4,4
20242025,024,CHRISTIAN,115,Christian County,023,Cumberland Hall School,115023,024115023,210115000000,WKEC,908,A6,Dual Credit,Agricultural Education,*,*,*
20242025,024,CHRISTIAN,115,Christian County,023,Cumberland Hall School,115023,024115023,210115000000,WKEC,908,A6,Dual Credit,Social and Behavioral Sciences,*,*,*
20242025,024,CHRISTIAN,115,Christian County,023,Cumberland Hall School,115023,024115023,210115000000,WKEC,908,A6,Dual Credit,Written Communications,*,*,*
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,All Enrollments,401,381,342
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Mathematics,*,*,*
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Agricultural Education,27,25,24
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Science,3,3,3
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Arts & Humanities,84,78,70
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Social Studies,3,3,3
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Business Education,11,10,9
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Elementary,4,4,4
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Engineering and Technology Program Area,11,11,9
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Family & Consumer Sciences,*,*,*
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Health Science,17,17,17
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Industrial Education,5,4,4
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Information Technology,15,10,6
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Marketing Education,*,*,*
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Miscellaneous,*,*,*
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Multiple Pathway Career and Technical Education,11,11,8
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Natural Sciences,27,26,22
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Oral Communications,22,22,21
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Quantitative Reasoning,53,51,46
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Social and Behavioral Sciences,23,23,22
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Visual and Performing Arts General,*,*,*
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,World Languages,4,4,3
20242025,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000000,WKEC,908,A1,Dual Credit,Written Communications,73,71,64
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,All Enrollments,387,304,283
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Agricultural Education,33,31,31
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Arts & Humanities,69,35,33
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Business Education,5,4,4
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Elementary,*,*,*
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Engineering and Technology Program Area,*,*,*
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Health Science,20,19,18
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Information Technology,14,13,9
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Miscellaneous,9,9,9
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Multiple Pathway Career and Technical Education,6,*,*
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Natural Sciences,26,19,17
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Oral Communications,25,22,16
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Quantitative Reasoning,55,46,45
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Social and Behavioral Sciences,23,8,8
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Visual and Performing Arts,*,*,*
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,World Languages,3,3,*
20242025,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000000,WKEC,908,A1,Dual Credit,Written Communications,94,91,87
20242025,024,CHRISTIAN,115,Christian County,100,Bluegrass Learning Academy,115100,024115100,210115000000,WKEC,908,A5,Dual Credit,All Enrollments,*,*,*
20242025,024,CHRISTIAN,115,Christian County,100,Bluegrass Learning Academy,115100,024115100,210115000000,WKEC,908,A5,Dual Credit,Written Communications,*,*,*
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,All Enrollments,934,825,744
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Agricultural Education,3,3,3
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Arts & Humanities,11,11,9
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Social Studies,6,6,5
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Business Education,*,*,*
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Health Science,239,195,189
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Industrial Education,124,104,98
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Information Technology,32,26,26
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Miscellaneous,*,*,*
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Natural Sciences,21,21,19
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Oral Communications,31,31,30
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Quantitative Reasoning,152,140,115
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Social and Behavioral Sciences,109,103,93
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Visual and Performing Arts,*,*,*
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Visual and Performing Arts General,*,*,*
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,World Languages,25,19,13
20242025,025,CLARK,121,Clark County,,All Schools,121000,,2101200,CKEC,901,,Dual Credit,Written Communications,177,162,142
20242025,025,CLARK,121,Clark County,013,Cardinal Innovation Center,121013,025121013,210120000000,CKEC,901,A5,Dual Credit,All Enrollments,*,*,*
20242025,025,CLARK,121,Clark County,013,Cardinal Innovation Center,121013,025121013,210120000000,CKEC,901,A5,Dual Credit,Industrial Education,*,*,*
20242025,025,CLARK,121,Clark County,015,Cardinal Virtual Academy,121015,025121015,210120002567,CKEC,901,A8,Dual Credit,All Enrollments,8,8,7
20242025,025,CLARK,121,Clark County,015,Cardinal Virtual Academy,121015,025121015,210120002567,CKEC,901,A8,Dual Credit,Health Science,3,3,*
20242025,025,CLARK,121,Clark County,015,Cardinal Virtual Academy,121015,025121015,210120002567,CKEC,901,A8,Dual Credit,Industrial Education,*,*,*
20242025,025,CLARK,121,Clark County,015,Cardinal Virtual Academy,121015,025121015,210120002567,CKEC,901,A8,Dual Credit,Natural Sciences,*,*,*
20242025,025,CLARK,121,Clark County,015,Cardinal Virtual Academy,121015,025121015,210120002567,CKEC,901,A8,Dual Credit,Social and Behavioral Sciences,*,*,*
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,All Enrollments,925,816,736
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Agricultural Education,3,3,3
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Arts & Humanities,11,11,9
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Social Studies,6,6,5
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Business Education,*,*,*
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Health Science,236,192,187
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Industrial Education,121,101,95
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Information Technology,32,26,26
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Miscellaneous,*,*,*
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Natural Sciences,20,20,18
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Oral Communications,31,31,30
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Quantitative Reasoning,152,140,115
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Social and Behavioral Sciences,107,101,91
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Visual and Performing Arts,*,*,*
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Visual and Performing Arts General,*,*,*
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,World Languages,25,19,13
20242025,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000000,CKEC,901,A1,Dual Credit,Written Communications,177,162,142
